subj_idx,task,condition,stimulus,answered,correct,rt,response
S11,audio,congruent,fast,fast,1,1.58,1
S11,audio,incongruent,fast,fast,1,1.49,1
S11,audio,congruent,slow,slow,1,1.253,0
S11,audio,incongruent,slow,slow,1,1.505,0
S11,audio,congruent,fast,fast,1,0.965,1
S11,audio,congruent,fast,fast,1,1.192,1
S11,audio,incongruent,fast,fast,1,1.709,1
S11,audio,incongruent,fast,fast,1,1.329,1
S11,audio,congruent,fast,fast,1,1.217,1
S11,audio,incongruent,slow,slow,1,1.672,0
S11,audio,control,slow,slow,1,1.314,0
S11,audio,congruent,fast,fast,1,1.018,1
S11,audio,control,fast,fast,1,1.788,1
S11,audio,control,fast,fast,1,1.456,1
S11,audio,control,slow,fast,0,0.949,1
S11,audio,control,slow,slow,1,0.853,0
S11,audio,control,fast,fast,1,1.525,1
S11,audio,control,slow,slow,1,1.798,0
S11,audio,incongruent,slow,fast,0,1.701,1
S11,audio,incongruent,slow,slow,1,1.497,0
S11,audio,control,slow,slow,1,1.181,0
S11,audio,incongruent,fast,fast,1,1.301,1
S11,audio,congruent,slow,fast,0,1.17,1
S11,audio,control,slow,slow,1,1.405,0
S11,audio,control,fast,slow,0,1.276,0
S11,audio,incongruent,slow,fast,0,1.86,1
S11,audio,congruent,fast,slow,0,1.109,0
S11,audio,incongruent,slow,fast,0,0.869,1
S11,audio,incongruent,fast,slow,0,1.257,0
S11,audio,incongruent,slow,fast,0,1.321,1
S11,audio,incongruent,slow,slow,1,1.353,0
S11,audio,control,fast,fast,1,1.233,1
S11,audio,incongruent,slow,slow,1,1.531,0
S11,audio,control,slow,slow,1,0.901,0
S11,audio,incongruent,fast,fast,1,1.264,1
S11,audio,control,slow,slow,1,1.736,0
S11,audio,incongruent,fast,fast,1,1.237,1
S11,audio,incongruent,fast,fast,1,2.137,1
S11,audio,control,fast,fast,1,1.066,1
S11,audio,congruent,slow,slow,1,1.069,0
S11,audio,incongruent,slow,fast,0,1.213,1
S11,audio,control,fast,fast,1,1.225,1
S11,audio,congruent,slow,fast,0,1.265,1
S11,audio,control,slow,slow,1,1.287,0
S11,audio,congruent,slow,slow,1,1.261,0
S11,audio,congruent,slow,slow,1,1.176,0
S11,audio,congruent,slow,slow,1,1.128,0
S11,audio,control,fast,fast,1,0.854,1
S11,audio,congruent,fast,fast,1,0.882,1
S11,audio,control,fast,fast,1,0.979,1
S11,audio,control,slow,fast,0,0.947,1
S11,audio,incongruent,slow,slow,1,1.04,0
S11,audio,incongruent,fast,slow,0,1.478,0
S11,audio,incongruent,fast,fast,1,0.756,1
S11,audio,incongruent,fast,fast,1,0.935,1
S11,audio,congruent,slow,slow,1,1.875,0
S11,audio,incongruent,slow,fast,0,1.471,1
S11,audio,incongruent,slow,slow,1,0.924,0
S11,audio,incongruent,slow,slow,1,1.047,0
S11,audio,control,fast,fast,1,1.035,1
S11,audio,control,slow,fast,0,0.867,1
S11,audio,incongruent,slow,slow,1,1.208,0
S11,audio,incongruent,slow,fast,0,1.655,1
S11,audio,congruent,fast,fast,1,0.795,1
S11,audio,control,fast,fast,1,0.997,1
S11,audio,control,slow,fast,0,1.207,1
S11,audio,congruent,fast,fast,1,0.987,1
S11,audio,control,slow,slow,1,1.916,0
S11,audio,incongruent,slow,fast,0,1.499,1
S11,audio,congruent,fast,fast,1,0.996,1
S11,audio,congruent,fast,fast,1,1.411,1
S11,audio,congruent,slow,slow,1,1.235,0
S11,audio,incongruent,fast,fast,1,0.847,1
S11,audio,incongruent,slow,slow,1,1.008,0
S11,audio,control,slow,slow,1,1.215,0
S11,audio,incongruent,slow,fast,0,0.856,1
S11,audio,control,fast,fast,1,1.111,1
S11,audio,congruent,fast,fast,1,1.389,1
S11,audio,incongruent,slow,slow,1,1.312,0
S11,audio,control,slow,slow,1,1.308,0
S11,audio,incongruent,slow,fast,0,1.494,1
S11,audio,control,fast,slow,0,1.002,0
S11,audio,control,slow,fast,0,0.952,1
S11,audio,control,slow,slow,1,1.399,0
S11,audio,incongruent,fast,fast,1,1.136,1
S11,audio,incongruent,slow,fast,0,1.588,1
S11,audio,congruent,fast,fast,1,0.912,1
S11,audio,incongruent,slow,slow,1,1.316,0
S11,audio,control,slow,slow,1,0.926,0
S11,audio,control,fast,slow,0,1.167,0
S11,audio,congruent,fast,fast,1,1.099,1
S11,audio,congruent,fast,fast,1,0.884,1
S11,audio,congruent,slow,slow,1,1.568,0
S11,audio,control,slow,slow,1,1.112,0
S11,audio,congruent,fast,fast,1,1.106,1
S11,audio,congruent,slow,slow,1,1.279,0
S11,audio,incongruent,fast,slow,0,1.124,0
S11,audio,control,slow,slow,1,1.447,0
S11,audio,congruent,fast,fast,1,1.094,1
S11,audio,control,fast,slow,0,0.974,0
S11,audio,congruent,slow,slow,1,1.071,0
S11,audio,congruent,fast,fast,1,1.048,1
S11,audio,congruent,slow,slow,1,1.108,0
S11,audio,congruent,fast,slow,0,1.146,0
S11,audio,incongruent,fast,slow,0,0.851,0
S11,audio,control,fast,fast,1,1.566,1
S11,audio,control,slow,fast,0,1.315,1
S11,audio,congruent,slow,slow,1,1.375,0
S11,audio,incongruent,slow,fast,0,0.966,1
S11,audio,control,fast,slow,0,0.951,0
S11,audio,congruent,fast,fast,1,1.599,1
S11,audio,congruent,slow,slow,1,1.178,0
S11,audio,control,slow,slow,1,1.507,0
S11,audio,control,slow,slow,1,1.015,0
S11,audio,incongruent,fast,fast,1,1.176,1
S11,audio,incongruent,slow,fast,0,1.295,1
S11,audio,control,fast,fast,1,1.078,1
S11,audio,congruent,slow,slow,1,1.31,0
S11,audio,congruent,fast,fast,1,1.479,1
S11,audio,congruent,fast,fast,1,0.995,1
S11,audio,congruent,fast,slow,0,1.039,0
S11,audio,congruent,fast,fast,1,0.89,1
S11,audio,congruent,slow,slow,1,1.162,0
S11,audio,incongruent,slow,fast,0,1.282,1
S11,audio,congruent,fast,slow,0,0.773,0
S11,audio,incongruent,fast,fast,1,1.281,1
S11,audio,congruent,fast,fast,1,1.443,1
S11,audio,incongruent,fast,fast,1,0.963,1
S11,audio,incongruent,fast,fast,1,0.979,1
S11,audio,incongruent,slow,slow,1,1.195,0
S11,audio,control,fast,fast,1,0.956,1
S11,audio,congruent,fast,fast,1,1.258,1
S11,audio,congruent,slow,slow,1,1.63,0
S11,audio,incongruent,fast,fast,1,0.999,1
S11,audio,congruent,slow,slow,1,1.53,0
S11,audio,incongruent,slow,fast,0,0.899,1
S11,audio,congruent,slow,slow,1,1.206,0
S11,audio,congruent,slow,slow,1,1.379,0
S11,audio,incongruent,fast,fast,1,0.943,1
S11,audio,incongruent,slow,fast,0,0.888,1
S11,audio,congruent,fast,fast,1,0.966,1
S11,audio,congruent,slow,slow,1,1.054,0
S11,audio,congruent,fast,fast,1,1.187,1
S11,audio,incongruent,slow,slow,1,1.726,0
S11,audio,incongruent,fast,fast,1,1.599,1
S11,audio,control,fast,fast,1,1.248,1
S11,audio,control,fast,slow,0,1.29,0
S11,audio,control,slow,fast,0,1.183,1
S11,audio,congruent,fast,fast,1,1.226,1
S11,audio,control,fast,fast,1,1.655,1
S11,audio,incongruent,fast,fast,1,0.962,1
S11,audio,congruent,slow,slow,1,1.261,0
S11,audio,incongruent,slow,slow,1,1.186,0
S11,audio,incongruent,slow,slow,1,1.151,0
S11,audio,incongruent,slow,fast,0,1.119,1
S11,audio,control,slow,slow,1,1.238,0
S11,audio,control,slow,slow,1,0.854,0
S11,audio,incongruent,slow,fast,0,1.546,1
S11,audio,incongruent,slow,slow,1,1.106,0
S11,audio,control,slow,slow,1,1.702,0
S11,audio,incongruent,fast,fast,1,0.921,1
S11,audio,control,slow,slow,1,1.619,0
S11,audio,control,slow,slow,1,0.894,0
S11,audio,incongruent,fast,fast,1,0.985,1
S11,audio,control,slow,slow,1,1.235,0
S11,audio,control,fast,fast,1,1.683,1
S11,audio,control,fast,fast,1,1.378,1
S11,audio,congruent,slow,fast,0,1.138,1
S11,audio,control,slow,slow,1,1.138,0
S11,audio,control,slow,slow,1,0.766,0
S11,audio,control,fast,fast,1,1.19,1
S11,audio,incongruent,fast,fast,1,1.619,1
S11,audio,incongruent,fast,fast,1,1.245,1
S11,audio,control,fast,fast,1,1.605,1
S11,audio,control,slow,fast,0,1.129,1
S11,audio,incongruent,slow,fast,0,1.267,1
S11,audio,congruent,slow,slow,1,1.156,0
S11,audio,congruent,fast,fast,1,1.561,1
S11,audio,incongruent,fast,fast,1,1.486,1
S11,audio,control,slow,fast,0,1.042,1
S11,audio,control,slow,slow,1,1.042,0
S11,audio,control,slow,slow,1,0.847,0
S11,audio,congruent,slow,fast,0,1.334,1
S11,audio,congruent,slow,slow,1,1.122,0
S11,audio,incongruent,slow,slow,1,0.919,0
S11,audio,incongruent,slow,slow,1,1.144,0
S11,audio,incongruent,slow,fast,0,0.889,1
S11,audio,control,slow,slow,1,1.033,0
S11,audio,congruent,fast,fast,1,1.214,1
S11,audio,congruent,slow,slow,1,1.082,0
S11,audio,incongruent,slow,fast,0,0.934,1
S11,audio,incongruent,slow,fast,0,1.037,1
S11,audio,congruent,fast,slow,0,0.868,0
S11,audio,control,slow,slow,1,0.909,0
S11,audio,incongruent,slow,fast,0,0.9,1
S11,audio,incongruent,slow,fast,0,1.308,1
S11,audio,control,slow,slow,1,0.956,0
S11,audio,congruent,fast,fast,1,1.63,1
S11,audio,congruent,slow,fast,0,1.008,1
S11,audio,control,slow,slow,1,0.705,0
S11,audio,control,fast,slow,0,0.981,0
S11,audio,control,slow,slow,1,0.932,0
S11,audio,control,fast,fast,1,1.595,1
S11,audio,incongruent,slow,slow,1,1.765,0
S11,audio,congruent,slow,slow,1,1.53,0
S11,audio,congruent,slow,fast,0,1.135,1
S11,audio,incongruent,slow,slow,1,1.305,0
S11,audio,congruent,fast,fast,1,1.277,1
S11,audio,incongruent,fast,fast,1,1.313,1
S11,audio,incongruent,fast,fast,1,1.348,1
S11,audio,control,slow,slow,1,0.984,0
S11,audio,control,slow,slow,1,1.129,0
S11,audio,congruent,fast,fast,1,1.217,1
S11,audio,congruent,fast,fast,1,0.901,1
S11,audio,control,slow,slow,1,0.992,0
S11,audio,incongruent,fast,fast,1,0.852,1
S11,audio,congruent,fast,fast,1,1.162,1
S11,audio,congruent,slow,fast,0,1.505,1
S11,audio,incongruent,slow,slow,1,1.049,0
S11,audio,control,slow,slow,1,1.169,0
S11,audio,control,fast,slow,0,0.98,0
S11,audio,congruent,fast,fast,1,1.369,1
S11,audio,control,slow,slow,1,1.296,0
S11,audio,congruent,slow,fast,0,0.904,1
S11,audio,incongruent,fast,slow,0,1.005,0
S11,audio,control,slow,fast,0,1.009,1
S11,audio,incongruent,fast,fast,1,1.382,1
S11,audio,incongruent,fast,fast,1,1.165,1
S11,audio,incongruent,fast,fast,1,1.705,1
S11,audio,incongruent,slow,fast,0,1.18,1
S11,audio,control,fast,fast,1,1.448,1
S11,audio,control,slow,fast,0,1.573,1
S11,audio,incongruent,slow,fast,0,1.477,1
S11,audio,control,fast,slow,0,0.881,0
S11,audio,incongruent,slow,fast,0,1.345,1
S11,audio,incongruent,fast,fast,1,1.329,1
S11,audio,incongruent,slow,fast,0,1.597,1
S11,audio,congruent,slow,slow,1,1.209,0
S11,audio,congruent,fast,fast,1,1.408,1
S11,audio,incongruent,fast,fast,1,0.899,1
S11,audio,control,fast,slow,0,1.621,0
S11,audio,control,slow,slow,1,0.901,0
S11,audio,incongruent,fast,fast,1,1.417,1
S11,audio,congruent,slow,slow,1,1.314,0
S11,audio,congruent,slow,fast,0,0.944,1
S11,audio,congruent,slow,fast,0,1.628,1
S11,audio,incongruent,slow,fast,0,1.156,1
S11,audio,incongruent,fast,slow,0,1.388,0
S11,audio,control,fast,fast,1,1.367,1
S11,audio,control,slow,slow,1,1.231,0
S11,audio,control,fast,slow,0,1.944,0
S11,audio,congruent,fast,fast,1,1.304,1
S11,audio,congruent,slow,slow,1,1.42,0
S11,audio,congruent,slow,slow,1,1.22,0
S11,audio,control,fast,slow,0,0.933,0
S11,audio,congruent,fast,fast,1,1.344,1
S11,audio,incongruent,slow,slow,1,1.227,0
S11,audio,control,slow,slow,1,1.196,0
S11,audio,congruent,fast,fast,1,1.044,1
S11,audio,congruent,fast,fast,1,1.181,1
S11,audio,incongruent,slow,slow,1,1.052,0
S11,audio,incongruent,fast,fast,1,1.844,1
S11,audio,control,fast,fast,1,1.572,1
S11,audio,control,fast,fast,1,1.453,1
S11,audio,control,slow,fast,0,1.216,1
S11,audio,congruent,fast,fast,1,1.163,1
S11,audio,congruent,fast,fast,1,1.443,1
S11,audio,control,slow,fast,0,1.801,1
S11,audio,incongruent,slow,fast,0,0.82,1
S11,audio,control,slow,slow,1,0.984,0
S11,audio,congruent,fast,fast,1,1.108,1
S11,audio,control,fast,slow,0,0.871,0
S11,audio,incongruent,fast,fast,1,1.288,1
S11,audio,congruent,fast,slow,0,1.139,0
S11,audio,control,fast,slow,0,0.984,0
S11,audio,incongruent,slow,fast,0,1.116,1
S11,audio,congruent,fast,fast,1,1.425,1
S11,audio,congruent,slow,slow,1,1.84,0
S11,audio,congruent,fast,fast,1,1.155,1
S11,audio,control,slow,slow,1,1.287,0
S11,audio,congruent,fast,fast,1,0.936,1
S11,audio,congruent,fast,fast,1,1.176,1
S11,audio,control,fast,slow,0,1.127,0
S11,audio,congruent,slow,slow,1,1.48,0
S11,audio,incongruent,fast,fast,1,0.997,1
S11,audio,control,slow,slow,1,0.94,0
S11,audio,incongruent,slow,fast,0,0.987,1
S11,audio,congruent,slow,slow,1,1.359,0
S11,audio,incongruent,fast,fast,1,0.999,1
S11,audio,control,fast,slow,0,0.988,0
S11,audio,congruent,slow,slow,1,1.247,0
S11,audio,incongruent,slow,slow,1,1.275,0
S11,audio,control,fast,slow,0,1.118,0
S11,audio,congruent,slow,fast,0,1.216,1
S11,audio,incongruent,fast,fast,1,1.905,1
S11,audio,incongruent,fast,fast,1,1.384,1
S11,audio,control,fast,fast,1,1.452,1
S11,audio,congruent,slow,slow,1,1.367,0
S11,audio,control,slow,slow,1,1.012,0
S11,audio,control,slow,slow,1,0.963,0
S11,audio,control,fast,slow,0,1.488,0
S11,audio,incongruent,slow,fast,0,1.08,1
S11,audio,incongruent,fast,slow,0,1.027,0
S11,audio,incongruent,slow,slow,1,1.041,0
S11,audio,incongruent,fast,fast,1,1.08,1
S11,audio,incongruent,slow,fast,0,2.101,1
S11,audio,incongruent,fast,slow,0,0.928,0
S11,audio,congruent,slow,fast,0,1.2,1
S11,audio,control,fast,slow,0,1.099,0
S11,audio,incongruent,fast,fast,1,1.295,1
S11,audio,congruent,fast,fast,1,0.904,1
S11,audio,congruent,fast,fast,1,0.931,1
S11,audio,congruent,slow,slow,1,0.964,0
S11,audio,control,fast,fast,1,1.752,1
S11,audio,congruent,fast,fast,1,0.747,1
S11,audio,control,fast,fast,1,1.351,1
S11,audio,control,slow,fast,0,1.253,1
S11,audio,incongruent,fast,fast,1,1.277,1
S11,audio,incongruent,slow,fast,0,0.86,1
S11,audio,control,slow,fast,0,1.92,1
S11,audio,congruent,fast,fast,1,0.78,1
S11,audio,control,fast,fast,1,1.235,1
S11,audio,control,fast,slow,0,1.34,0
S11,audio,incongruent,slow,fast,0,1.042,1
S11,audio,control,fast,fast,1,1.134,1
S11,audio,congruent,slow,slow,1,1.664,0
S11,audio,incongruent,slow,fast,0,1.263,1
S11,audio,congruent,fast,slow,0,1.263,0
S11,audio,congruent,slow,slow,1,1.651,0
S11,audio,incongruent,fast,fast,1,1.051,1
S11,audio,control,slow,slow,1,1.56,0
S11,audio,incongruent,slow,fast,0,1.429,1
S11,audio,control,slow,slow,1,1.212,0
S11,audio,incongruent,fast,fast,1,0.995,1
S11,audio,congruent,fast,fast,1,1.202,1
S11,audio,control,fast,fast,1,1.604,1
S11,audio,incongruent,slow,fast,0,0.955,1
S11,audio,congruent,slow,slow,1,0.931,0
S11,audio,congruent,slow,slow,1,1.527,0
S11,audio,congruent,fast,fast,1,1.311,1
S11,audio,control,fast,fast,1,1.298,1
S11,audio,control,slow,fast,0,1.103,1
S11,audio,congruent,fast,fast,1,0.81,1
S11,audio,incongruent,slow,slow,1,1.475,0
S11,audio,congruent,slow,slow,1,1.038,0
S11,audio,incongruent,slow,slow,1,1.234,0
S11,audio,control,fast,fast,1,1.227,1
S11,audio,congruent,fast,fast,1,0.89,1
S11,audio,congruent,slow,slow,1,1.259,0
S11,audio,incongruent,slow,slow,1,0.937,0
S11,audio,congruent,fast,fast,1,0.863,1
S11,audio,control,slow,slow,1,1.02,0
S11,audio,incongruent,fast,fast,1,0.958,1
S11,audio,control,slow,slow,1,1.21,0
S11,audio,control,fast,slow,0,1.109,0
S11,audio,incongruent,slow,slow,1,1.262,0
S11,audio,congruent,fast,fast,1,0.827,1
S11,audio,incongruent,slow,slow,1,1.486,0
S11,audio,incongruent,slow,fast,0,0.981,1
S11,audio,congruent,fast,fast,1,0.803,1
S11,audio,congruent,slow,slow,1,0.846,0
S11,audio,control,fast,fast,1,1.111,1
S11,audio,control,fast,slow,0,1.07,0
S11,audio,incongruent,fast,fast,1,1.422,1
S11,audio,congruent,slow,slow,1,1.0,0
S11,audio,control,slow,slow,1,1.438,0
S11,audio,congruent,slow,slow,1,1.451,0
S11,audio,control,fast,fast,1,0.95,1
S11,audio,congruent,slow,slow,1,1.238,0
S11,audio,control,fast,fast,1,1.227,1
S11,audio,incongruent,fast,fast,1,1.304,1
S11,audio,control,fast,fast,1,0.842,1
S11,audio,incongruent,fast,fast,1,1.038,1
S11,audio,incongruent,slow,slow,1,1.002,0
S11,audio,congruent,fast,fast,1,0.849,1
S11,audio,incongruent,fast,slow,0,0.833,0
S11,audio,incongruent,fast,fast,1,0.713,1
S11,audio,congruent,slow,slow,1,1.074,0
S11,audio,control,fast,fast,1,1.11,1
S11,audio,incongruent,fast,fast,1,1.082,1
S11,audio,incongruent,fast,fast,1,1.154,1
S11,audio,control,fast,fast,1,1.231,1
S11,audio,congruent,fast,fast,1,1.007,1
S11,audio,control,slow,slow,1,1.349,0
S11,audio,congruent,slow,slow,1,1.247,0
S11,audio,incongruent,fast,slow,0,1.105,0
S11,audio,control,fast,fast,1,1.005,1
S11,audio,congruent,slow,slow,1,1.042,0
S11,audio,control,fast,slow,0,1.054,0
S11,audio,congruent,slow,fast,0,1.054,1
S11,audio,control,slow,slow,1,1.175,0
S11,audio,incongruent,fast,fast,1,1.191,1
S11,audio,incongruent,slow,slow,1,0.945,0
S11,audio,control,fast,fast,1,1.39,1
S11,audio,incongruent,slow,fast,0,0.998,1
S11,audio,control,fast,fast,1,1.678,1
S11,audio,incongruent,fast,slow,0,1.145,0
S11,audio,incongruent,slow,slow,1,1.03,0
S11,audio,incongruent,fast,fast,1,0.946,1
S11,audio,congruent,fast,fast,1,1.342,1
S11,audio,control,slow,slow,1,1.001,0
S11,audio,congruent,fast,fast,1,0.701,1
S11,audio,control,slow,slow,1,0.749,0
S11,audio,control,fast,fast,1,1.029,1
S11,audio,congruent,slow,slow,1,1.389,0
S11,audio,congruent,fast,fast,1,0.71,1
S11,audio,incongruent,fast,fast,1,0.878,1
S11,audio,incongruent,slow,slow,1,1.097,0
S11,audio,incongruent,fast,fast,1,0.907,1
S11,audio,congruent,slow,slow,1,1.21,0
S11,audio,congruent,fast,fast,1,0.753,1
S11,audio,congruent,fast,fast,1,1.005,1
S11,audio,incongruent,fast,slow,0,1.099,0
S11,audio,control,fast,fast,1,1.538,1
S11,audio,control,fast,fast,1,1.051,1
S11,audio,control,fast,fast,1,0.862,1
S11,audio,congruent,fast,slow,0,0.761,0
S11,audio,congruent,slow,slow,1,1.022,0
S11,audio,incongruent,fast,slow,0,1.09,0
S11,audio,incongruent,fast,slow,0,0.933,0
S11,audio,control,fast,fast,1,0.845,1
S11,audio,incongruent,slow,slow,1,1.324,0
S11,audio,control,fast,fast,1,0.838,1
S11,audio,congruent,slow,slow,1,0.837,0
S11,audio,incongruent,slow,fast,0,0.741,1
S11,audio,congruent,fast,fast,1,0.857,1
S11,audio,control,fast,fast,1,0.973,1
S11,audio,incongruent,slow,fast,0,0.909,1
S11,audio,incongruent,fast,fast,1,0.845,1
S11,audio,control,slow,fast,0,1.525,1
S11,audio,incongruent,fast,fast,1,0.785,1
S11,audio,congruent,slow,slow,1,0.847,0
S11,audio,incongruent,fast,fast,1,0.852,1
S11,audio,incongruent,slow,slow,1,1.134,0
S11,audio,control,slow,slow,1,1.097,0
S11,audio,congruent,fast,fast,1,0.989,1
S11,audio,incongruent,slow,slow,1,1.001,0
S11,audio,control,fast,fast,1,0.98,1
S11,audio,congruent,fast,fast,1,1.169,1
S11,audio,control,fast,fast,1,1.312,1
S11,audio,congruent,slow,slow,1,1.024,0
S11,audio,control,slow,fast,0,1.221,1
S11,audio,incongruent,fast,fast,1,0.821,1
S11,audio,incongruent,slow,slow,1,1.25,0
S11,audio,congruent,fast,fast,1,1.343,1
S11,audio,congruent,fast,fast,1,1.308,1
S11,audio,incongruent,slow,fast,0,0.704,1
S11,audio,control,fast,fast,1,1.657,1
S11,audio,congruent,slow,slow,1,1.353,0
S11,audio,congruent,fast,fast,1,1.013,1
S11,audio,incongruent,slow,slow,1,1.231,0
S11,audio,incongruent,fast,fast,1,1.557,1
S11,audio,incongruent,slow,slow,1,1.092,0
S11,audio,congruent,fast,fast,1,1.408,1
S11,audio,congruent,fast,fast,1,1.129,1
S11,audio,incongruent,slow,slow,1,1.2,0
S11,audio,incongruent,fast,fast,1,1.258,1
S11,audio,control,slow,slow,1,1.322,0
S11,audio,control,slow,slow,1,1.144,0
S11,audio,incongruent,fast,fast,1,1.201,1
S11,audio,control,fast,fast,1,1.21,1
S11,audio,control,fast,fast,1,1.013,1
S11,audio,congruent,fast,fast,1,1.197,1
S11,audio,control,fast,fast,1,0.948,1
S11,audio,congruent,slow,slow,1,0.872,0
S11,audio,incongruent,slow,fast,0,1.141,1
S11,audio,control,fast,slow,0,1.005,0
S11,audio,control,slow,fast,0,1.004,1
S11,audio,control,fast,fast,1,0.873,1
S11,audio,congruent,slow,slow,1,0.912,0
S11,audio,congruent,fast,fast,1,0.828,1
S11,audio,incongruent,fast,fast,1,1.11,1
S11,audio,control,slow,slow,1,1.217,0
S11,audio,congruent,fast,fast,1,0.753,1
S11,audio,congruent,fast,fast,1,0.976,1
S11,audio,congruent,fast,fast,1,0.863,1
S11,audio,control,slow,slow,1,1.492,0
S11,audio,control,slow,slow,1,1.093,0
S11,audio,congruent,slow,fast,0,0.709,1
S11,audio,congruent,slow,slow,1,1.517,0
S11,audio,control,slow,fast,0,1.225,1
S11,audio,control,slow,slow,1,1.604,0
S11,audio,incongruent,slow,fast,0,1.538,1
S11,audio,control,slow,slow,1,1.437,0
S11,audio,incongruent,slow,fast,0,1.329,1
S11,audio,control,fast,fast,1,1.549,1
S11,audio,incongruent,fast,fast,1,1.376,1
S11,audio,congruent,slow,slow,1,1.384,0
S11,audio,congruent,slow,slow,1,1.067,0
S11,audio,control,fast,fast,1,1.001,1
S11,audio,control,slow,slow,1,1.219,0
S11,audio,control,slow,slow,1,0.868,0
S11,audio,incongruent,fast,fast,1,1.272,1
S11,audio,congruent,slow,slow,1,1.119,0
S11,audio,control,fast,fast,1,1.252,1
S11,audio,control,slow,slow,1,1.807,0
S11,audio,incongruent,fast,fast,1,0.74,1
S11,audio,incongruent,fast,fast,1,1.012,1
S11,audio,control,slow,fast,0,0.981,1
S11,audio,congruent,slow,fast,0,0.82,1
S11,audio,incongruent,slow,slow,1,0.92,0
S11,audio,incongruent,fast,fast,1,0.866,1
S11,audio,incongruent,slow,fast,0,0.92,1
S11,audio,incongruent,fast,slow,0,0.907,0
S11,audio,control,slow,slow,1,0.92,0
S11,audio,control,slow,slow,1,0.668,0
S11,audio,congruent,slow,fast,0,0.801,1
S11,audio,congruent,fast,slow,0,0.909,0
S11,audio,control,fast,fast,1,1.479,1
S11,audio,incongruent,fast,fast,1,0.719,1
S11,audio,incongruent,slow,slow,1,0.872,0
S11,audio,incongruent,fast,fast,1,1.364,1
S11,audio,congruent,slow,fast,0,1.147,1
S11,audio,congruent,slow,slow,1,0.951,0
S11,audio,incongruent,fast,fast,1,0.881,1
S11,audio,congruent,slow,slow,1,1.132,0
S11,audio,incongruent,slow,slow,1,1.176,0
S11,audio,congruent,slow,slow,1,0.805,0
S11,audio,incongruent,slow,slow,1,0.847,0
S11,audio,control,fast,fast,1,1.083,1
S11,audio,incongruent,slow,slow,1,1.469,0
S11,audio,incongruent,fast,fast,1,1.251,1
S11,audio,control,slow,slow,1,1.127,0
S11,audio,incongruent,slow,fast,0,0.78,1
S11,audio,control,fast,fast,1,0.876,1
S11,audio,control,fast,fast,1,0.976,1
S11,audio,control,slow,fast,0,0.868,1
S11,audio,control,fast,slow,0,0.672,0
S11,audio,congruent,fast,fast,1,0.75,1
S11,audio,control,slow,fast,0,1.016,1
S11,audio,congruent,slow,fast,0,0.828,1
S11,audio,incongruent,slow,fast,0,0.723,1
S11,audio,congruent,slow,slow,1,1.073,0
S11,audio,incongruent,fast,slow,0,0.883,0
S11,audio,control,slow,slow,1,1.091,0
S11,audio,congruent,fast,fast,1,0.772,1
S11,audio,control,slow,slow,1,1.167,0
S11,audio,incongruent,slow,fast,0,1.092,1
S11,audio,control,slow,slow,1,0.887,0
S11,audio,congruent,fast,fast,1,0.779,1
S11,audio,congruent,fast,fast,1,1.148,1
S11,audio,congruent,slow,slow,1,0.991,0
S11,audio,congruent,fast,slow,0,0.928,0
S11,audio,control,slow,slow,1,1.019,0
S11,audio,incongruent,slow,fast,0,1.072,1
S11,audio,congruent,fast,fast,1,0.744,1
S11,audio,incongruent,fast,fast,1,0.84,1
S11,audio,incongruent,slow,slow,1,1.05,0
S11,audio,congruent,fast,fast,1,0.751,1
S11,audio,incongruent,slow,slow,1,1.012,0
S11,audio,control,fast,slow,0,1.083,0
S11,audio,congruent,fast,fast,1,0.712,1
S11,audio,control,fast,fast,1,0.942,1
S11,audio,control,fast,fast,1,1.383,1
S11,audio,control,fast,fast,1,0.874,1
S11,audio,control,fast,fast,1,0.827,1
S11,audio,incongruent,slow,fast,0,0.795,1
S11,audio,incongruent,fast,fast,1,1.139,1
S11,audio,control,fast,slow,0,1.232,0
S11,audio,control,slow,fast,0,1.099,1
S11,audio,incongruent,fast,fast,1,1.284,1
S11,audio,congruent,fast,fast,1,0.92,1
S11,audio,incongruent,fast,fast,1,1.346,1
S11,audio,control,fast,fast,1,0.807,1
S11,audio,incongruent,fast,fast,1,0.808,1
S11,audio,congruent,slow,fast,0,0.795,1
S11,audio,incongruent,fast,fast,1,0.734,1
S11,audio,incongruent,fast,fast,1,0.82,1
S11,audio,control,slow,slow,1,0.779,0
S11,audio,control,slow,slow,1,0.638,0
S11,audio,congruent,slow,fast,0,1.107,1
S11,audio,control,fast,fast,1,1.011,1
S11,audio,incongruent,slow,fast,0,0.724,1
S11,audio,incongruent,fast,slow,0,0.894,0
S11,audio,congruent,fast,fast,1,0.978,1
S11,audio,congruent,slow,slow,1,0.86,0
S11,audio,incongruent,slow,fast,0,0.851,1
S11,audio,incongruent,slow,fast,0,0.803,1
S11,audio,control,fast,fast,1,1.23,1
S11,audio,control,slow,slow,1,1.13,0
S11,audio,incongruent,fast,fast,1,0.745,1
S11,audio,congruent,slow,slow,1,0.889,0
S11,audio,incongruent,fast,fast,1,0.862,1
S11,audio,control,slow,slow,1,0.955,0
S11,audio,incongruent,fast,fast,1,0.676,1
S11,audio,congruent,slow,slow,1,0.98,0
S11,audio,congruent,slow,slow,1,1.012,0
S11,audio,control,fast,fast,1,1.055,1
S11,audio,congruent,fast,fast,1,1.159,1
S11,audio,incongruent,fast,fast,1,1.081,1
